size,composition,latency
4,beta,5.830000
8,beta,10.020000
16,beta,17.980000
32,beta,17.970000
64,beta,18.010000
128,beta,23.380000
256,beta,20.390000
512,beta,20.330000
1024,beta,20.360000
2048,beta,22.370000
4096,beta,18.080000
8192,beta,18.570000
16384,beta,18.800000
32768,beta,18.900000
65536,beta,18.820000
131072,beta,18.880000
262144,beta,35.200000
524288,beta,71.820000
1048576,beta,135.750000
