size,backend,trial,latency
1024,auto_dcall,5,59.2300
2048,auto_dcall,5,59.8300
4096,auto_dcall,5,65.8800
8192,auto_dcall,5,78.0300
16384,auto_dcall,5,111.6000
32768,auto_dcall,5,150.1200
65536,auto_dcall,5,210.0300
131072,auto_dcall,5,235.9700
262144,auto_dcall,5,382.4200
524288,auto_dcall,5,761.4100
1048576,auto_dcall,5,1505.1400
4,auto_dcall,6,51.7000
8,auto_dcall,6,51.6200
16,auto_dcall,6,58.8300
32,auto_dcall,6,54.7100
64,auto_dcall,6,53.4400
128,auto_dcall,6,56.2300
256,auto_dcall,6,59.2100
512,auto_dcall,6,56.4100
1024,auto_dcall,6,59.5100
2048,auto_dcall,6,59.7200
4096,auto_dcall,6,63.7400
8192,auto_dcall,6,73.2000
16384,auto_dcall,6,113.9200
32768,auto_dcall,6,155.8400
65536,auto_dcall,6,189.3100
131072,auto_dcall,6,341.7000
262144,auto_dcall,6,400.0700
524288,auto_dcall,6,756.6400
1048576,auto_dcall,6,1459.7600
4,auto_dcall,7,52.1400
8,auto_dcall,7,52.1600
16,auto_dcall,7,60.5000
32,auto_dcall,7,57.9700
64,auto_dcall,7,61.1700
128,auto_dcall,7,56.3200
256,auto_dcall,7,56.8300
512,auto_dcall,7,60.1400
1024,auto_dcall,7,58.0000
2048,auto_dcall,7,59.6500
4096,auto_dcall,7,61.3200
8192,auto_dcall,7,71.8900
16384,auto_dcall,7,115.0300
32768,auto_dcall,7,158.7000
65536,auto_dcall,7,256.8100
131072,auto_dcall,7,251.4600
262144,auto_dcall,7,415.4000
524288,auto_dcall,7,760.1400
1048576,auto_dcall,7,1443.6300
4,auto_dcall,8,54.7600
8,auto_dcall,8,55.7100
16,auto_dcall,8,58.0800
32,auto_dcall,8,58.5300
64,auto_dcall,8,58.7200
128,auto_dcall,8,58.7700
256,auto_dcall,8,59.4600
512,auto_dcall,8,61.5100
1024,auto_dcall,8,60.9000
2048,auto_dcall,8,66.8800
4096,auto_dcall,8,76.2200
8192,auto_dcall,8,96.5500
16384,auto_dcall,8,155.2500
32768,auto_dcall,8,122.6100
65536,auto_dcall,8,177.2600
131072,auto_dcall,8,297.9200
262144,auto_dcall,8,533.6100
524288,auto_dcall,8,992.7200
1048576,auto_dcall,8,1849.3600
4,auto_dcall,9,48.5900
8,auto_dcall,9,49.3500
16,auto_dcall,9,51.6600
32,auto_dcall,9,50.3400
64,auto_dcall,9,49.4900
128,auto_dcall,9,55.6100
256,auto_dcall,9,56.0700
512,auto_dcall,9,55.7100
1024,auto_dcall,9,59.4800
2048,auto_dcall,9,60.3600
4096,auto_dcall,9,64.8300
8192,auto_dcall,9,73.9300
16384,auto_dcall,9,110.3600
32768,auto_dcall,9,151.8800
65536,auto_dcall,9,265.4600
131072,auto_dcall,9,337.5900
262144,auto_dcall,9,428.2700
524288,auto_dcall,9,795.6600
1048576,auto_dcall,9,1467.2900
4,auto_dcall,10,55.8800
8,auto_dcall,10,55.7700
16,auto_dcall,10,58.9600
32,auto_dcall,10,61.4100
64,auto_dcall,10,60.4200
128,auto_dcall,10,57.9000
256,auto_dcall,10,59.1400
512,auto_dcall,10,59.1000
1024,auto_dcall,10,59.5500
2048,auto_dcall,10,62.1200
4096,auto_dcall,10,70.0900
8192,auto_dcall,10,80.4800
16384,auto_dcall,10,118.3000
32768,auto_dcall,10,159.0900
65536,auto_dcall,10,172.9300
131072,auto_dcall,10,282.4700
262144,auto_dcall,10,393.5400
524288,auto_dcall,10,757.0700
1048576,auto_dcall,10,1446.1700
4,auto_dcnone,1,90.6800
8,auto_dcnone,1,79.3500
16,auto_dcnone,1,77.8200
32,auto_dcnone,1,69.3700
64,auto_dcnone,1,72.1800
128,auto_dcnone,1,71.7400
256,auto_dcnone,1,73.4400
512,auto_dcnone,1,75.0100
1024,auto_dcnone,1,84.3500
2048,auto_dcnone,1,90.3300
4096,auto_dcnone,1,44.6000
8192,auto_dcnone,1,47.9700
16384,auto_dcnone,1,47.6600
32768,auto_dcnone,1,48.1700
65536,auto_dcnone,1,65.7100
131072,auto_dcnone,1,59.5300
262144,auto_dcnone,1,64.8700
524288,auto_dcnone,1,75.4400
1048576,auto_dcnone,1,87.5100
4,auto_dcnone,2,66.5800
8,auto_dcnone,2,73.5200
16,auto_dcnone,2,72.3100
32,auto_dcnone,2,67.1100
64,auto_dcnone,2,67.8000
128,auto_dcnone,2,71.3500
256,auto_dcnone,2,71.7800
512,auto_dcnone,2,69.6600
1024,auto_dcnone,2,75.1400
