size,backend,trial,latency
65536,auto_dcnone,8,104.9000
131072,auto_dcnone,8,127.4900
262144,auto_dcnone,8,169.7800
524288,auto_dcnone,8,251.6400
1048576,auto_dcnone,8,398.8000
4,auto_dcnone,9,147.8300
8,auto_dcnone,9,134.5300
16,auto_dcnone,9,134.2900
32,auto_dcnone,9,123.6300
64,auto_dcnone,9,133.1000
128,auto_dcnone,9,133.9800
256,auto_dcnone,9,142.3000
512,auto_dcnone,9,155.7100
1024,auto_dcnone,9,216.6000
2048,auto_dcnone,9,337.4700
4096,auto_dcnone,9,60.6700
8192,auto_dcnone,9,80.5100
16384,auto_dcnone,9,86.0700
32768,auto_dcnone,9,93.9100
65536,auto_dcnone,9,111.6100
131072,auto_dcnone,9,134.8000
262144,auto_dcnone,9,178.9500
524288,auto_dcnone,9,284.5000
1048576,auto_dcnone,9,421.6100
4,auto_dcnone,10,151.4800
8,auto_dcnone,10,126.5400
16,auto_dcnone,10,127.7900
32,auto_dcnone,10,124.5500
64,auto_dcnone,10,122.0500
128,auto_dcnone,10,121.4400
256,auto_dcnone,10,135.3500
512,auto_dcnone,10,137.3000
1024,auto_dcnone,10,201.5800
2048,auto_dcnone,10,324.2000
4096,auto_dcnone,10,58.9800
8192,auto_dcnone,10,74.9700
16384,auto_dcnone,10,83.2700
32768,auto_dcnone,10,87.9700
65536,auto_dcnone,10,105.1900
131072,auto_dcnone,10,133.5400
262144,auto_dcnone,10,171.7100
524288,auto_dcnone,10,262.9900
1048576,auto_dcnone,10,399.9900
